timestamp,open,high,low,close,volume
2008-01-03 15:00:00,1449.8,1449.98,1448.65,1449.01,
2008-01-03 15:05:00,1448.98,1449.87,1448.8,1449.87,
2008-01-03 15:10:00,1449.66,1449.77,1448.98,1449.07,
2008-01-03 15:15:00,1449.17,1449.17,1446.54,1446.7,
2008-01-03 15:20:00,1446.54,1446.73,1445.93,1446.13,
2008-01-03 15:25:00,1446.22,1446.22,1443.73,1444.27,
2008-01-03 15:30:00,1444.51,1445.17,1443.89,1444.03,
2008-01-03 15:35:00,1444.47,1446.37,1444.47,1445.77,
2008-01-03 15:40:00,1446.06,1447.04,1446.06,1446.82,
2008-01-03 15:45:00,1446.83,1447.94,1446.67,1446.98,
2008-01-03 15:50:00,1446.87,1447.3,1446.33,1446.63,
2008-01-03 15:55:00,1446.56,1446.96,1446.21,1446.85,
2008-01-03 16:00:00,1446.91,1447.17,1446.91,1447.17,
2008-01-03 16:05:00,1447.17,1447.17,1447.16,1447.16,
2008-01-04 09:30:00,1444.01,1444.01,1433.38,1433.38,
2008-01-04 09:35:00,1433.65,1433.65,1429.21,1429.21,
2008-01-04 09:40:00,1429.32,1432.63,1429.29,1432.44,
2008-01-04 09:45:00,1432.49,1432.49,1429.78,1430.91,
2008-01-04 09:50:00,1430.76,1431.87,1430.41,1430.75,
2008-01-04 09:55:00,1429.98,1431.41,1429.39,1431.18,
2008-01-04 10:00:00,1431.88,1433.37,1428.43,1429.35,
2008-01-04 10:05:00,1430.85,1431.78,1430.14,1431.78,
2008-01-04 10:10:00,1431.79,1431.79,1429.12,1429.82,
2008-01-04 10:15:00,1429.77,1429.93,1427.41,1427.41,
2008-01-04 10:20:00,1427.16,1428.92,1427.16,1427.79,
2008-01-04 10:25:00,1427.57,1427.57,1425.26,1425.4,
2008-01-04 10:30:00,1425.6,1426.04,1424.48,1426.04,
2008-01-04 10:35:00,1426.2,1427.14,1424.95,1425.1,
2008-01-04 10:40:00,1425.11,1426.93,1425.08,1425.47,
2008-01-04 10:45:00,1425.64,1426.01,1422.74,1423.66,
2008-01-04 10:50:00,1423.61,1423.83,1422.09,1422.09,
2008-01-04 10:55:00,1421.82,1422.59,1420.57,1420.95,
2008-01-04 11:00:00,1421.15,1422.21,1421.15,1421.6,
2008-01-04 11:05:00,1421.61,1421.66,1419.36,1420.73,
2008-01-04 11:10:00,1420.81,1423.48,1420.45,1423.01,
2008-01-04 11:15:00,1423.05,1423.05,1420.52,1420.86,
2008-01-04 11:20:00,1421.26,1422.94,1421.26,1422.92,
2008-01-04 11:25:00,1423.35,1426.02,1423.35,1425.87,
2008-01-04 11:30:00,1425.75,1426.36,1425.67,1425.76,
2008-01-04 11:35:00,1425.82,1425.82,1423.26,1423.69,
2008-01-04 11:40:00,1423.54,1423.76,1422.79,1423.59,
2008-01-04 11:45:00,1423.27,1423.74,1423.04,1423.5,
2008-01-04 11:50:00,1423.6,1425.47,1423.6,1424.24,
2008-01-04 11:55:00,1425.0,1425.42,1424.47,1424.88,
2008-01-04 12:00:00,1425.07,1426.85,1425.07,1426.72,
2008-01-04 12:05:00,1426.44,1428.7,1426.44,1428.7,
2008-01-04 12:10:00,1428.71,1428.88,1428.04,1428.32,
2008-01-04 12:15:00,1428.25,1428.39,1427.51,1427.68,
2008-01-04 12:20:00,1427.6,1427.6,1424.64,1424.64,
2008-01-04 12:25:00,1424.68,1424.87,1423.15,1423.57,
2008-01-04 12:30:00,1423.57,1424.22,1421.53,1421.53,
2008-01-04 12:35:00,1421.61,1422.89,1421.53,1421.73,
2008-01-04 12:40:00,1421.46,1423.35,1421.46,1423.17,
2008-01-04 12:45:00,1423.23,1424.92,1422.72,1424.92,
2008-01-04 12:50:00,1424.88,1424.93,1423.62,1423.87,
2008-01-04 12:55:00,1423.43,1423.84,1423.1,1423.31,
2008-01-04 13:00:00,1423.32,1423.32,1422.46,1422.65,
2008-01-04 13:05:00,1422.69,1422.7,1421.61,1422.39,
2008-01-04 13:10:00,1422.29,1423.42,1421.66,1422.89,
2008-01-04 13:15:00,1423.29,1423.89,1422.65,1422.65,
2008-01-04 13:20:00,1422.32,1422.67,1420.58,1420.84,
2008-01-04 13:25:00,1420.97,1421.73,1420.08,1421.68,
2008-01-04 13:30:00,1421.55,1421.96,1421.18,1421.7,
2008-01-04 13:35:00,1421.6,1421.6,1417.39,1418.53,
2008-01-04 13:40:00,1418.23,1419.56,1417.8,1419.05,
2008-01-04 13:45:00,1418.47,1419.43,1418.04,1419.43,
2008-01-04 13:50:00,1420.21,1423.46,1420.21,1423.19,
2008-01-04 13:55:00,1423.14,1423.5,1422.26,1422.3,
2008-01-04 14:00:00,1422.14,1422.14,1419.36,1419.67,
2008-01-04 14:05:00,1420.04,1420.33,1418.5,1419.36,
2008-01-04 14:10:00,1419.47,1419.98,1417.75,1418.4,
2008-01-04 14:15:00,1418.37,1420.04,1417.24,1418.43,
2008-01-04 14:20:00,1419.25,1419.25,1415.39,1415.81,
2008-01-04 14:25:00,1416.03,1416.99,1415.44,1415.44,
2008-01-04 14:30:00,1415.38,1416.33,1414.78,1415.82,
2008-01-04 14:35:00,1415.83,1416.16,1414.28,1414.28,
2008-01-04 14:40:00,1414.41,1414.41,1413.22,1413.32,
2008-01-04 14:45:00,1413.52,1415.43,1413.52,1414.88,
2008-01-04 14:50:00,1415.09,1415.25,1413.27,1413.27,
2008-01-04 14:55:00,1412.55,1417.31,1412.0,1416.83,
2008-01-04 15:00:00,1416.79,1418.29,1416.19,1417.34,
2008-01-04 15:05:00,1417.3,1419.3,1416.98,1417.24,
2008-01-04 15:10:00,1417.88,1417.88,1415.58,1415.7,
2008-01-04 15:15:00,1415.63,1417.65,1414.79,1416.48,
2008-01-04 15:20:00,1416.56,1416.71,1413.68,1413.83,
2008-01-04 15:25:00,1414.48,1418.97,1414.48,1418.48,
2008-01-04 15:30:00,1418.14,1419.72,1417.1,1417.33,
2008-01-04 15:35:00,1416.93,1417.48,1415.84,1416.64,
2008-01-04 15:40:00,1417.22,1417.22,1414.58,1414.58,
2008-01-04 15:45:00,1414.93,1415.33,1412.78,1413.19,
2008-01-04 15:50:00,1412.89,1413.88,1411.5,1412.48,
2008-01-04 15:55:00,1412.58,1412.63,1411.68,1411.68,
2008-01-04 16:00:00,1411.19,1411.64,1411.19,1411.62,
2008-01-04 16:05:00,1411.63,1411.63,1411.62,1411.63,
2008-01-07 09:30:00,1414.07,1420.14,1414.07,1419.73,
2008-01-07 09:35:00,1419.16,1419.16,1415.38,1416.61,
2008-01-07 09:40:00,1416.73,1419.09,1416.73,1419.02,
2008-01-07 09:45:00,1419.44,1422.21,1419.44,1421.0,
2008-01-07 09:50:00,1420.79,1421.72,1419.26,1419.77,
2008-01-07 09:55:00,1419.66,1420.99,1418.76,1418.76,
2008-01-07 10:00:00,1418.62,1418.62,1416.73,1416.94,
2008-01-07 10:05:00,1417.43,1417.82,1416.3,1416.49,
2008-01-07 10:10:00,1416.45,1416.62,1414.56,1414.77,
2008-01-07 10:15:00,1414.02,1414.09,1410.88,1410.88,
2008-01-07 10:20:00,1410.06,1411.38,1408.69,1410.63,
2008-01-07 10:25:00,1411.03,1411.16,1406.2,1406.2,
2008-01-07 10:30:00,1406.32,1407.5,1403.45,1404.76,
2008-01-07 10:35:00,1404.75,1407.3,1403.47,1407.17,
2008-01-07 10:40:00,1407.21,1409.9,1407.03,1409.56,
2008-01-07 10:45:00,1409.39,1409.39,1407.71,1408.82,
2008-01-07 10:50:00,1408.79,1410.66,1408.66,1409.13,
2008-01-07 10:55:00,1409.8,1409.8,1407.57,1408.44,
2008-01-07 11:00:00,1408.68,1411.97,1408.68,1410.76,
2008-01-07 11:05:00,1410.88,1412.9,1410.54,1412.68,
2008-01-07 11:10:00,1412.92,1413.55,1412.22,1413.55,
2008-01-07 11:15:00,1413.46,1414.57,1413.12,1413.19,
2008-01-07 11:20:00,1413.13,1414.12,1412.25,1413.0,
2008-01-07 11:25:00,1412.91,1414.44,1411.56,1414.44,
2008-01-07 11:30:00,1413.97,1418.53,1413.76,1418.53,
2008-01-07 11:35:00,1418.52,1419.34,1417.35,1417.35,
2008-01-07 11:40:00,1417.39,1419.61,1417.07,1419.41,
2008-01-07 11:45:00,1419.62,1420.45,1418.09,1418.09,
2008-01-07 11:50:00,1418.06,1419.1,1417.69,1417.69,
2008-01-07 11:55:00,1417.74,1417.9,1417.02,1417.9,
2008-01-07 12:00:00,1417.61,1418.63,1416.44,1417.83,
2008-01-07 12:05:00,1418.05,1418.05,1415.0,1415.0,
2008-01-07 12:10:00,1414.72,1416.23,1414.35,1416.19,
2008-01-07 12:15:00,1415.6,1415.6,1412.67,1415.19,
2008-01-07 12:20:00,1415.35,1417.37,1414.55,1417.37,
2008-01-07 12:25:00,1417.4,1419.49,1417.13,1417.78,
2008-01-07 12:30:00,1417.74,1420.33,1417.74,1420.33,
2008-01-07 12:35:00,1420.72,1421.18,1419.1,1420.83,
2008-01-07 12:40:00,1421.19,1421.56,1418.63,1419.04,
2008-01-07 12:45:00,1419.01,1419.62,1418.46,1419.62,
2008-01-07 12:50:00,1420.32,1423.87,1420.32,1423.78,
2008-01-07 12:55:00,1423.38,1423.63,1421.98,1422.81,
2008-01-07 13:00:00,1421.95,1422.3,1421.15,1421.21,
2008-01-07 13:05:00,1421.87,1421.87,1420.02,1421.18,
2008-01-07 13:10:00,1420.91,1422.31,1419.46,1419.97,
2008-01-07 13:15:00,1419.91,1422.17,1419.7,1422.17,
2008-01-07 13:20:00,1422.13,1422.3,1420.81,1421.18,
2008-01-07 13:25:00,1421.07,1421.32,1419.5,1420.74,
2008-01-07 13:30:00,1419.99,1421.0,1418.88,1420.02,
2008-01-07 13:35:00,1420.06,1420.33,1418.89,1419.72,
2008-01-07 13:40:00,1419.62,1419.62,1415.63,1415.63,
2008-01-07 13:45:00,1415.05,1415.56,1414.25,1415.56,
2008-01-07 13:50:00,1415.15,1415.81,1413.57,1414.26,
2008-01-07 13:55:00,1413.8,1416.41,1413.8,1415.22,
2008-01-07 14:00:00,1415.83,1416.47,1411.48,1411.48,
2008-01-07 14:05:00,1411.17,1411.94,1409.97,1410.23,
2008-01-07 14:10:00,1410.09,1411.22,1409.46,1410.12,
2008-01-07 14:15:00,1410.29,1412.74,1410.27,1411.63,
2008-01-07 14:20:00,1411.75,1411.84,1410.54,1411.81,
2008-01-07 14:25:00,1411.67,1411.69,1408.87,1410.27,
2008-01-07 14:30:00,1410.07,1413.05,1410.07,1412.68,
2008-01-07 14:35:00,1412.76,1414.37,1411.57,1414.37,
2008-01-07 14:40:00,1414.81,1415.87,1413.37,1413.73,
2008-01-07 14:45:00,1413.68,1413.68,1410.24,1410.49,
2008-01-07 14:50:00,1410.92,1411.69,1407.65,1407.65,
2008-01-07 14:55:00,1407.68,1410.43,1406.35,1410.43,
2008-01-07 15:00:00,1411.29,1412.46,1410.19,1411.89,
2008-01-07 15:05:00,1411.33,1411.94,1409.45,1409.51,
2008-01-07 15:10:00,1409.64,1411.26,1407.79,1407.79,
2008-01-07 15:15:00,1407.25,1409.72,1407.21,1409.38,
2008-01-07 15:20:00,1410.37,1410.57,1409.3,1409.3,
2008-01-07 15:25:00,1409.9,1409.92,1408.1,1408.44,
2008-01-07 15:30:00,1408.78,1409.21,1407.52,1408.05,
2008-01-07 15:35:00,1408.06,1408.34,1405.02,1405.11,
2008-01-07 15:40:00,1404.46,1409.22,1404.46,1409.22,
2008-01-07 15:45:00,1408.46,1414.85,1408.45,1414.85,
2008-01-07 15:50:00,1414.91,1418.55,1413.68,1417.76,
2008-01-07 15:55:00,1416.86,1417.02,1415.38,1416.11,
2008-01-07 16:00:00,1416.71,1416.71,1416.18,1416.18,
2008-01-07 16:05:00,1416.18,1416.18,1416.18,1416.18,
2008-01-08 09:30:00,1415.71,1422.37,1415.71,1421.25,
2008-01-08 09:35:00,1421.36,1422.57,1420.3,1420.86,
2008-01-08 09:40:00,1421.41,1425.65,1421.41,1425.07,
2008-01-08 09:45:00,1425.42,1427.47,1425.3,1426.26,
2008-01-08 09:50:00,1426.42,1426.42,1425.07,1425.61,
2008-01-08 09:55:00,1425.79,1425.79,1423.84,1423.84,
2008-01-08 10:00:00,1424.51,1427.5,1423.99,1427.4,
2008-01-08 10:05:00,1428.2,1430.18,1428.14,1429.92,
2008-01-08 10:10:00,1430.0,1430.13,1429.4,1429.66,
2008-01-08 10:15:00,1429.81,1430.28,1427.81,1428.34,
2008-01-08 10:20:00,1428.17,1429.45,1427.98,1429.19,
2008-01-08 10:25:00,1429.58,1430.04,1426.3,1426.37,
2008-01-08 10:30:00,1426.38,1426.85,1425.25,1426.14,
2008-01-08 10:35:00,1425.71,1425.94,1424.56,1425.94,
2008-01-08 10:40:00,1425.66,1426.46,1424.57,1426.37,
2008-01-08 10:45:00,1426.18,1426.27,1423.78,1423.92,
2008-01-08 10:50:00,1423.96,1425.34,1423.78,1425.27,
2008-01-08 10:55:00,1425.39,1425.39,1423.84,1424.02,
2008-01-08 11:00:00,1424.32,1425.26,1422.87,1422.87,
2008-01-08 11:05:00,1423.35,1423.81,1422.8,1423.53,
2008-01-08 11:10:00,1423.19,1423.19,1419.02,1419.02,
2008-01-08 11:15:00,1418.92,1419.17,1417.56,1418.47,
2008-01-08 11:20:00,1418.98,1418.98,1417.6,1418.69,
2008-01-08 11:25:00,1418.67,1419.39,1418.11,1418.11,
2008-01-08 11:30:00,1418.16,1418.16,1414.63,1414.63,
2008-01-08 11:35:00,1415.04,1416.39,1414.55,1416.14,
2008-01-08 11:40:00,1416.49,1416.86,1415.17,1415.26,
2008-01-08 11:45:00,1414.9,1414.9,1411.05,1411.05,
2008-01-08 11:50:00,1411.37,1412.86,1410.7,1412.57,
2008-01-08 11:55:00,1412.71,1414.49,1411.85,1414.3,
2008-01-08 12:00:00,1413.46,1413.46,1411.03,1412.86,
2008-01-08 12:05:00,1412.47,1413.69,1411.97,1413.69,
2008-01-08 12:10:00,1413.95,1415.18,1413.24,1415.16,
2008-01-08 12:15:00,1415.11,1415.89,1414.73,1414.74,
2008-01-08 12:20:00,1414.69,1415.48,1414.16,1415.1,
2008-01-08 12:25:00,1415.06,1416.23,1414.87,1415.92,
2008-01-08 12:30:00,1415.78,1416.21,1413.2,1413.69,
2008-01-08 12:35:00,1413.63,1414.19,1413.32,1413.45,
2008-01-08 12:40:00,1413.5,1413.5,1411.87,1412.61,
2008-01-08 12:45:00,1412.15,1414.2,1412.15,1414.2,
2008-01-08 12:50:00,1414.14,1415.59,1414.14,1414.74,
2008-01-08 12:55:00,1414.71,1414.71,1413.59,1413.9,
2008-01-08 13:00:00,1414.04,1414.04,1411.43,1411.63,
2008-01-08 13:05:00,1411.53,1418.41,1411.05,1417.12,
2008-01-08 13:10:00,1417.3,1420.45,1417.17,1419.9,
2008-01-08 13:15:00,1419.35,1419.46,1416.97,1417.04,
2008-01-08 13:20:00,1417.51,1418.58,1416.58,1418.37,
2008-01-08 13:25:00,1418.12,1420.05,1417.96,1419.84,
2008-01-08 13:30:00,1419.67,1419.83,1416.87,1417.71,
2008-01-08 13:35:00,1417.45,1417.72,1415.22,1415.87,
2008-01-08 13:40:00,1415.76,1417.79,1415.54,1416.84,
2008-01-08 13:45:00,1417.68,1418.84,1416.83,1417.74,
2008-01-08 13:50:00,1418.05,1420.27,1417.92,1420.27,
2008-01-08 13:55:00,1419.35,1421.24,1419.29,1421.24,
2008-01-08 14:00:00,1421.58,1422.09,1420.88,1421.01,
2008-01-08 14:05:00,1421.14,1421.77,1420.51,1421.53,
2008-01-08 14:10:00,1422.01,1423.66,1422.01,1423.61,
2008-01-08 14:15:00,1422.81,1422.81,1421.58,1421.95,
2008-01-08 14:20:00,1422.14,1424.02,1422.14,1423.97,
2008-01-08 14:25:00,1424.19,1424.65,1423.68,1424.65,
2008-01-08 14:30:00,1424.79,1424.89,1422.31,1422.31,
2008-01-08 14:35:00,1422.15,1422.32,1420.72,1421.23,
2008-01-08 14:40:00,1420.8,1421.06,1419.21,1419.21,
2008-01-08 14:45:00,1418.98,1419.15,1412.65,1414.64,
2008-01-08 14:50:00,1415.13,1415.24,1411.83,1411.92,
2008-01-08 14:55:00,1411.81,1412.77,1408.56,1408.56,
2008-01-08 15:00:00,1408.72,1409.7,1406.27,1406.27,
2008-01-08 15:05:00,1406.87,1409.62,1406.11,1406.11,
2008-01-08 15:10:00,1406.42,1406.51,1402.28,1404.22,
2008-01-08 15:15:00,1403.49,1403.68,1400.77,1401.44,
2008-01-08 15:20:00,1401.29,1401.43,1396.46,1396.95,
2008-01-08 15:25:00,1395.58,1399.94,1395.58,1399.94,
2008-01-08 15:30:00,1400.1,1405.07,1399.4,1404.95,
2008-01-08 15:35:00,1405.53,1405.53,1400.74,1401.08,
2008-01-08 15:40:00,1401.6,1401.92,1399.38,1400.25,
2008-01-08 15:45:00,1400.05,1400.05,1394.52,1394.52,
2008-01-08 15:50:00,1394.72,1394.74,1392.65,1393.06,
2008-01-08 15:55:00,1393.68,1393.68,1388.3,1390.01,
2008-01-08 16:00:00,1389.8,1390.18,1389.73,1390.18,
2008-01-08 16:05:00,1390.18,1390.19,1390.17,1390.19,
2008-01-09 09:30:00,1390.25,1391.75,1389.12,1389.22,
2008-01-09 09:35:00,1388.83,1394.61,1388.74,1394.49,
2008-01-09 09:40:00,1394.44,1396.79,1393.57,1395.3,
2008-01-09 09:45:00,1395.33,1396.62,1393.94,1396.62,
2008-01-09 09:50:00,1396.81,1396.88,1391.57,1393.0,
2008-01-09 09:55:00,1393.01,1395.63,1392.15,1394.69,
2008-01-09 10:00:00,1394.85,1399.71,1394.85,1399.71,
2008-01-09 10:05:00,1398.98,1398.98,1396.66,1398.31,
2008-01-09 10:10:00,1398.05,1399.76,1397.13,1398.79,
2008-01-09 10:15:00,1398.83,1398.89,1396.12,1396.25,
